code,name,market,yahoo
4439,冠星-KY,上市,4439.TW
4440,宜新實業,上市,4440.TW
4526,東台,上市,4526.TW
4532,瑞智,上市,4532.TW
4536,拓凱,上市,4536.TW
4540,全球傳動,上市,4540.TW
4545,銘鈺,上市,4545.TW
4551,智伸科,上市,4551.TW
4552,力達-KY,上市,4552.TW
4555,氣立,上市,4555.TW
4557,永新-KY,上市,4557.TW
4560,強信-KY,上市,4560.TW
4562,穎漢,上市,4562.TW
4564,元翎,上市,4564.TW
4566,時碩工業,上市,4566.TW
4569,六方科-KY,上市,4569.TW
4571,鈞興-KY,上市,4571.TW
4572,駐龍,上市,4572.TW
4576,大銀微系統,上市,4576.TW
4581,光隆精密-KY,上市,4581.TW
4583,台灣精銳,上市,4583.TW
4588,玖鼎電力,上市,4588.TW
4720,德淵,上市,4720.TW
4722,國精化,上市,4722.TW
4736,泰博,上市,4736.TW
4737,華廣,上市,4737.TW
4739,康普,上市,4739.TW
4746,台耀,上市,4746.TW
4755,三福化,上市,4755.TW
4763,材料*-KY,上市,4763.TW
4764,雙鍵,上市,4764.TW
4766,南寶,上市,4766.TW
4770,上品,上市,4770.TW
4771,望隼,上市,4771.TW
4807,日成-KY,上市,4807.TW
4904,遠傳,上市,4904.TW
4906,正文,上市,4906.TW
4912,聯德控股-KY,上市,4912.TW
4915,致伸,上市,4915.TW
4916,事欣科,上市,4916.TW
4919,新唐,上市,4919.TW
4927,泰鼎-KY,上市,4927.TW
4930,燦星網,上市,4930.TW
4934,太極,上市,4934.TW
4935,茂林-KY,上市,4935.TW
4938,和碩,上市,4938.TW
4942,嘉彰,上市,4942.TW
4943,康控-KY,上市,4943.TW
4949,有成精密,上市,4949.TW
4952,凌通,上市,4952.TW
4956,光鋐,上市,4956.TW
4958,臻鼎-KY,上市,4958.TW
4960,誠美材,上市,4960.TW
4961,天鈺,上市,4961.TW
4967,十銓,上市,4967.TW
4968,立積,上市,4968.TW
4976,佳凌,上市,4976.TW
4977,眾達-KY,上市,4977.TW
4989,榮科,上市,4989.TW
4994,傳奇,上市,4994.TW
4999,鑫禾,上市,4999.TW
5007,三星,上市,5007.TW
5203,訊連,上市,5203.TW
5215,科嘉-KY,上市,5215.TW
5222,全訊,上市,5222.TW
5225,東科-KY,上市,5225.TW
5234,達興材料,上市,5234.TW
5243,乙盛-KY,上市,5243.TW
5244,弘凱,上市,5244.TW
5258,虹堡,上市,5258.TW
5269,祥碩,上市,5269.TW
5283,禾聯碩,上市,5283.TW
5284,jpp-KY,上市,5284.TW
5285,界霖,上市,5285.TW
5288,豐祥-KY,上市,5288.TW
5292,華懋,上市,5292.TW
5306,桂盟,上市,5306.TW
5388,中磊,上市,5388.TW
5434,崇越,上市,5434.TW
5469,瀚宇博,上市,5469.TW
5471,松翰,上市,5471.TW
5484,慧友,上市,5484.TW
5515,建國,上市,5515.TW
5519,隆大,上市,5519.TW
5521,工信,上市,5521.TW
5522,遠雄,上市,5522.TW
5525,順天,上市,5525.TW
5531,鄉林,上市,5531.TW
5533,皇鼎,上市,5533.TW
5534,長虹,上市,5534.TW
5538,東明-KY,上市,5538.TW
5546,永固-KY,上市,5546.TW
5607,遠雄港,上市,5607.TW
5608,四維航,上市,5608.TW
5706,鳳凰,上市,5706.TW
5871,中租-KY,上市,5871.TW
5876,上海商銀,上市,5876.TW
5880,合庫金,上市,5880.TW
5906,台南-KY,上市,5906.TW
5907,大洋-KY,上市,5907.TW
6005,群益證,上市,6005.TW
6024,群益期,上市,6024.TW
6108,競國,上市,6108.TW
6112,邁達特,上市,6112.TW
6115,鎰勝,上市,6115.TW
6116,彩晶,上市,6116.TW
6117,迎廣,上市,6117.TW
6120,達運,上市,6120.TW
6128,上福,上市,6128.TW
6133,金橋,上市,6133.TW
6136,富爾特,上市,6136.TW
6139,亞翔,上市,6139.TW
6141,柏承,上市,6141.TW
6142,友勁,上市,6142.TW
6152,百一,上市,6152.TW
6153,嘉聯益,上市,6153.TW
6155,鈞寶,上市,6155.TW
6164,華興,上市,6164.TW
6165,浪凡,上市,6165.TW
6166,凌華,上市,6166.TW
6168,宏齊,上市,6168.TW
6176,瑞儀,上市,6176.TW
6177,達麗,上市,6177.TW
6183,關貿,上市,6183.TW
6184,大豐電,上市,6184.TW
6189,豐藝,上市,6189.TW
6191,精成科,上市,6191.TW
6192,巨路,上市,6192.TW
6196,帆宣,上市,6196.TW
6197,佳必琪,上市,6197.TW
6201,亞弘電,上市,6201.TW
6202,盛群,上市,6202.TW
6205,詮欣,上市,6205.TW
6206,飛捷,上市,6206.TW
6209,今國光,上市,6209.TW
6213,聯茂,上市,6213.TW
6214,精誠,上市,6214.TW
6215,和椿,上市,6215.TW
6216,居易,上市,6216.TW
6224,聚鼎,上市,6224.TW
6225,天瀚,上市,6225.TW
6226,光鼎,上市,6226.TW
6230,尼得科超眾,上市,6230.TW
6235,華孚,上市,6235.TW
6239,力成,上市,6239.TW
6243,迅杰,上市,6243.TW
6257,矽格,上市,6257.TW
6269,台郡,上市,6269.TW
6271,同欣電,上市,6271.TW
6277,宏正,上市,6277.TW
6278,台表科,上市,6278.TW
6281,全國電,上市,6281.TW
6282,康舒,上市,6282.TW
6283,淳安,上市,6283.TW
6285,啟碁,上市,6285.TW
6288,聯嘉,上市,6288.TW
6405,悅城,上市,6405.TW
6409,旭隼,上市,6409.TW
6412,群電,上市,6412.TW
6414,樺漢,上市,6414.TW
6415,矽力*-KY,上市,6415.TW
6416,瑞祺電通,上市,6416.TW
6426,統新,上市,6426.TW
6431,光麗-KY,上市,6431.TW
6438,迅得,上市,6438.TW
6442,光聖,上市,6442.TW
6443,元晶,上市,6443.TW
6446,藥華藥,上市,6446.TW
6449,鈺邦,上市,6449.TW
6451,訊芯-KY,上市,6451.TW
6456,GIS-KY,上市,6456.TW
6464,台數科,上市,6464.TW
6472,保瑞,上市,6472.TW
6477,安集,上市,6477.TW
6491,晶碩,上市,6491.TW
6504,南六,上市,6504.TW
6505,台塑化,上市,6505.TW
6515,穎崴,上市,6515.TW
6525,捷敏-KY,上市,6525.TW
6526,達發,上市,6526.TW
6531,愛普*,上市,6531.TW
6533,晶心科,上市,6533.TW
6541,泰福-KY,上市,6541.TW
6550,北極星藥業-KY,上市,6550.TW
6552,易華電,上市,6552.TW
6558,興能高,上市,6558.TW
6573,虹揚-KY,上市,6573.TW
6579,研揚,上市,6579.TW
6581,鋼聯,上市,6581.TW
6582,申豐,上市,6582.TW
6585,鼎基,上市,6585.TW
6589,台康生技,上市,6589.TW
6591,動力-KY,上市,6591.TW
6592,和潤企業,上市,6592.TW
6598,ABC-KY,上市,6598.TW
6605,帝寶,上市,6605.TW
6606,建德工業,上市,6606.TW
6625,必應,上市,6625.TW
6641,基士德-KY,上市,6641.TW
6655,科定,上市,6655.TW
6657,華安,上市,6657.TW
6658,聯策,上市,6658.TW
6666,羅麗芬-KY,上市,6666.TW
6668,中揚光,上市,6668.TW
6669,緯穎,上市,6669.TW
6670,復盛應用,上市,6670.TW
6671,三能-KY,上市,6671.TW
6672,騰輝電子-KY,上市,6672.TW
6674,鋐寶科技,上市,6674.TW
6689,伊雲谷,上市,6689.TW
6691,洋基工程,上市,6691.TW
6695,芯鼎,上市,6695.TW
6698,旭暉應材,上市,6698.TW
6706,惠特,上市,6706.TW
6715,嘉基,上市,6715.TW
6719,力智,上市,6719.TW
6742,澤米,上市,6742.TW
6743,安普新,上市,6743.TW
6753,龍德造船,上市,6753.TW
6754,匯僑設計,上市,6754.TW
6756,威鋒電子,上市,6756.TW
6757,台灣虎航,上市,6757.TW
6768,志強-KY,上市,6768.TW
6770,力積電,上市,6770.TW
6776,展碁國際,上市,6776.TW
6781,AES-KY,上市,6781.TW
6782,視陽,上市,6782.TW
6789,采鈺,上市,6789.TW
6790,永豐實,上市,6790.TW
6792,詠業,上市,6792.TW
6796,晉弘,上市,6796.TW
6799,來頡,上市,6799.TW
6805,富世達,上市,6805.TW
6806,森崴能源,上市,6806.TW
6807,峰源-KY,上市,6807.TW
6830,汎銓,上市,6830.TW
6834,天二科技,上市,6834.TW
6835,圓裕,上市,6835.TW
6838,台新藥,上市,6838.TW
6861,睿生光電,上市,6861.TW
6862,三集瑞-KY,上市,6862.TW
6863,永道-KY,上市,6863.TW
6869,雲豹能源,上市,6869.TW
6873,泓德能源,上市,6873.TW
6885,全福生技,上市,6885.TW
6887,寶綠特-KY,上市,6887.TW
6890,來億-KY,上市,6890.TW
6901,鑽石投資,上市,6901.TW
6902,GOGOLOOK,上市,6902.TW
6906,現觀科,上市,6906.TW
6909,創控,上市,6909.TW
6914,阜爾運通,上市,6914.TW
6916,華凌,上市,6916.TW
6918,愛派司,上市,6918.TW
6919,康霈*,上市,6919.TW
6923,中台,上市,6923.TW
6928,攸泰科技,上市,6928.TW
6931,青松健康,上市,6931.TW
6933,AMAX-KY,上市,6933.TW
6936,永鴻生技,上市,6936.TW
6937,天虹,上市,6937.TW
6944,兆聯實業,上市,6944.TW
6952,大武山,上市,6952.TW
6957,裕慶-KY,上市,6957.TW
6958,日盛台駿,上市,6958.TW
6962,奕力-KY,上市,6962.TW
6965,中傑-KY,上市,6965.TW
6994,富威電力,上市,6994.TW
7705,三商餐飲,上市,7705.TW
7721,微程式,上市,7721.TW
7722,LINEPAY,上市,7722.TW
7732,金興精密,上市,7732.TW
7736,虎山,上市,7736.TW
7749,意騰-KY,上市,7749.TW
8011,台通,上市,8011.TW
8016,矽創,上市,8016.TW
8021,尖點,上市,8021.TW
8028,昇陽半導體,上市,8028.TW
8033,雷虎,上市,8033.TW
8039,台虹,上市,8039.TW
8045,達運光電,上市,8045.TW
8046,南電,上市,8046.TW
8070,長華*,上市,8070.TW
8072,陞泰,上市,8072.TW
8081,致新,上市,8081.TW
8101,華冠,上市,8101.TW
8103,瀚荃,上市,8103.TW
8104,錸寶,上市,8104.TW
8105,凌巨,上市,8105.TW
8110,華東,上市,8110.TW
8112,至上,上市,8112.TW
8114,振樺電,上市,8114.TW
8131,福懋科,上市,8131.TW
8150,南茂,上市,8150.TW
8163,達方,上市,8163.TW
8201,無敵,上市,8201.TW
8210,勤誠,上市,8210.TW
8213,志超,上市,8213.TW
8215,明基材,上市,8215.TW
8222,寶一,上市,8222.TW
8249,菱光,上市,8249.TW
8261,富鼎,上市,8261.TW
8271,宇瞻,上市,8271.TW
8341,日友,上市,8341.TW
8367,建新國際,上市,8367.TW
8374,羅昇,上市,8374.TW
8404,百和興業-KY,上市,8404.TW
8411,福貞-KY,上市,8411.TW
8422,可寧衛,上市,8422.TW
8429,金麗-KY,上市,8429.TW
8438,昶昕,上市,8438.TW
8442,威宏-KY,上市,8442.TW
8443,阿瘦,上市,8443.TW
8454,富邦媒,上市,8454.TW
8462,柏文,上市,8462.TW
8463,潤泰材,上市,8463.TW
8464,億豐,上市,8464.TW
8466,美吉吉-KY,上市,8466.TW
8467,波力-KY,上市,8467.TW
8473,山林水,上市,8473.TW
8476,台境*,上市,8476.TW
8478,東哥遊艇,上市,8478.TW
8481,政伸,上市,8481.TW
8482,商億-KY,上市,8482.TW
8488,吉源-KY,上市,8488.TW
8499,鼎炫-KY,上市,8499.TW
8926,台汽電,上市,8926.TW
8940,新天地,上市,8940.TW
8996,高力,上市,8996.TW
9802,鈺齊-KY,上市,9802.TW
9902,台火,上市,9902.TW
9904,寶成,上市,9904.TW
9905,大華,上市,9905.TW
9906,欣巴巴,上市,9906.TW
9907,統一實,上市,9907.TW
9908,大台北,上市,9908.TW
9910,豐泰,上市,9910.TW
9911,櫻花,上市,9911.TW
9912,偉聯,上市,9912.TW
9914,美利達,上市,9914.TW
9917,中保科,上市,9917.TW
9918,欣天然,上市,9918.TW
9919,康那香,上市,9919.TW
9921,巨大,上市,9921.TW
9924,福興,上市,9924.TW
9925,新保,上市,9925.TW
9926,新海,上市,9926.TW
9927,泰銘,上市,9927.TW
9928,中視,上市,9928.TW
9929,秋雨,上市,9929.TW
9930,中聯資源,上市,9930.TW
9931,欣高,上市,9931.TW
9933,中鼎,上市,9933.TW
9934,成霖,上市,9934.TW
9935,慶豐富,上市,9935.TW
9937,全國,上市,9937.TW
9938,百和,上市,9938.TW
9939,宏全,上市,9939.TW
9940,信義,上市,9940.TW
9941,裕融,上市,9941.TW
9942,茂順,上市,9942.TW
9943,好樂迪,上市,9943.TW
9944,新麗,上市,9944.TW
9945,潤泰新,上市,9945.TW
9946,三發地產,上市,9946.TW
9955,佳龍,上市,9955.TW
9958,世紀鋼,上市,9958.TW
2254,巨鎧精密-創,上市臺灣創新板,2254.TW
2258,鴻華先進-創,上市臺灣創新板,2258.TW
2432,倚天酷碁-創,上市臺灣創新板,2432.TW
3150,鈺寶-創,上市臺灣創新板,3150.TW
6423,億而得-創,上市臺灣創新板,6423.TW
6534,正瀚-創,上市臺灣創新板,6534.TW
6645,金萬林-創,上市臺灣創新板,6645.TW
6771,平和環保-創,上市臺灣創新板,6771.TW
6794,向榮生技-創,上市臺灣創新板,6794.TW
6854,錼創科技-KY創,上市臺灣創新板,6854.TW
6924,榮惠-KY創,上市臺灣創新板,6924.TW
6949,沛爾生醫-創,上市臺灣創新板,6949.TW
6951,青新-創,上市臺灣創新板,6951.TW
6955,邦睿生技-創,上市臺灣創新板,6955.TW
6969,成信實業*-創,上市臺灣創新板,6969.TW
6988,威力暘-創,上市臺灣創新板,6988.TW
7631,聚賢研發-創,上市臺灣創新板,7631.TW
7740,熙特爾-創,上市臺灣創新板,7740.TW
8162,微矽電子-創,上市臺灣創新板,8162.TW
8487,愛爾達-創,上市臺灣創新板,8487.TW
0050,元大台灣50,上市,0050.TW
0051,元大中型100,上市,0051.TW
0052,富邦科技,上市,0052.TW
0053,元大電子,上市,0053.TW
0055,元大MSCI金融,上市,0055.TW
0056,元大高股息,上市,0056.TW
0057,富邦摩台,上市,0057.TW
0061,元大寶滬深,上市,0061.TW
9103,美德醫療-DR,上市,9103.TW
9105,泰金寶-DR,上市,9105.TW
9110,越南控-DR,上市,9110.TW
9136,巨騰-DR,上市,9136.TW
1240,茂生農經,上櫃,1240.TWO
1259,安心,上櫃,1259.TWO
1264,德麥,上櫃,1264.TWO
1268,漢來美食,上櫃,1268.TWO
1294,漢田生技,上櫃,1294.TWO
1295,生合,上櫃,1295.TWO
1336,台翰,上櫃,1336.TWO
1565,精華,上櫃,1565.TWO
1569,濱川,上櫃,1569.TWO
1570,力肯,上櫃,1570.TWO
1580,新麥,上櫃,1580.TWO
1584,精剛,上櫃,1584.TWO
1586,和勤,上櫃,1586.TWO
1591,駿吉-KY,上櫃,1591.TWO
1593,祺驊,上櫃,1593.TWO
1595,川寶,上櫃,1595.TWO
1599,宏佳騰,上櫃,1599.TWO
1742,台蠟,上櫃,1742.TWO
1777,生泰,上櫃,1777.TWO
1781,合世,上櫃,1781.TWO
1784,訊聯,上櫃,1784.TWO
1785,光洋科,上櫃,1785.TWO
1788,杏昌,上櫃,1788.TWO
1796,金穎生技,上櫃,1796.TWO
1799,易威,上櫃,1799.TWO
1813,寶利徠,上櫃,1813.TWO
1815,富喬,上櫃,1815.TWO
2035,唐榮,上櫃,2035.TWO
2061,風青,上櫃,2061.TWO
2063,世鎧,上櫃,2063.TWO
2064,晉椿,上櫃,2064.TWO
2065,世豐,上櫃,2065.TWO
2066,世德,上櫃,2066.TWO
2067,嘉鋼,上櫃,2067.TWO
2070,精湛,上櫃,2070.TWO
2073,雄順,上櫃,2073.TWO
2221,大甲,上櫃,2221.TWO
2230,泰茂,上櫃,2230.TWO
2235,謚源,上櫃,2235.TWO
2596,綠意,上櫃,2596.TWO
2640,大車隊,上櫃,2640.TWO
2641,正德,上櫃,2641.TWO
2643,捷迅,上櫃,2643.TWO
2718,全心投控,上櫃,2718.TWO
2719,燦星旅,上櫃,2719.TWO
2724,藝舍-KY,上櫃,2724.TWO
2726,雅茗-KY,上櫃,2726.TWO
2729,瓦城,上櫃,2729.TWO
2732,六角,上櫃,2732.TWO
2734,易飛網,上櫃,2734.TWO
2736,富野,上櫃,2736.TWO
2740,天蔥,上櫃,2740.TWO
2743,山富,上櫃,2743.TWO
2745,五福,上櫃,2745.TWO
2751,王座,上櫃,2751.TWO
2752,豆府,上櫃,2752.TWO
2754,亞洲藏壽司,上櫃,2754.TWO
2755,揚秦,上櫃,2755.TWO
2756,聯發國際,上櫃,2756.TWO
2916,滿心,上櫃,2916.TWO
2924,宏太-KY,上櫃,2924.TWO
2926,誠品生活,上櫃,2926.TWO
2937,集雅社,上櫃,2937.TWO
2941,米斯特,上櫃,2941.TWO
2947,振宇五金,上櫃,2947.TWO
2948,寶陞,上櫃,2948.TWO
2949,欣新網,上櫃,2949.TWO
3064,泰偉,上櫃,3064.TWO
3066,李洲,上櫃,3066.TWO
3067,全域,上櫃,3067.TWO
3071,協禧,上櫃,3071.TWO
3073,天方能源,上櫃,3073.TWO
3078,僑威,上櫃,3078.TWO
3081,聯亞,上櫃,3081.TWO
3083,網龍,上櫃,3083.TWO
3085,新零售,上櫃,3085.TWO
3086,華義,上櫃,3086.TWO
3088,艾訊,上櫃,3088.TWO
3093,港建*,上櫃,3093.TWO
3095,及成,上櫃,3095.TWO
3105,穩懋,上櫃,3105.TWO
3114,好德,上櫃,3114.TWO
3115,富榮綱,上櫃,3115.TWO
3118,進階,上櫃,3118.TWO
3122,笙泉,上櫃,3122.TWO
3128,昇銳,上櫃,3128.TWO
3131,弘塑,上櫃,3131.TWO
3141,晶宏,上櫃,3141.TWO
3147,大綜,上櫃,3147.TWO
3152,璟德,上櫃,3152.TWO
3162,精確,上櫃,3162.TWO
3163,波若威,上櫃,3163.TWO
3169,亞信,上櫃,3169.TWO
3171,炎洲流通,上櫃,3171.TWO
3176,基亞,上櫃,3176.TWO
3178,公準,上櫃,3178.TWO
3188,鑫龍騰,上櫃,3188.TWO
3191,雲嘉南,上櫃,3191.TWO
3205,佰研,上櫃,3205.TWO
3206,志豐,上櫃,3206.TWO
3207,耀勝,上櫃,3207.TWO
3211,順達,上櫃,3211.TWO
3213,茂訊,上櫃,3213.TWO
3217,優群,上櫃,3217.TWO
3218,大學光,上櫃,3218.TWO
3219,倚強科,上櫃,3219.TWO
3221,台嘉碩,上櫃,3221.TWO
3224,三顧,上櫃,3224.TWO
3226,龍鋒,上櫃,3226.TWO
3227,原相,上櫃,3227.TWO
3228,金麗科,上櫃,3228.TWO
3230,錦明,上櫃,3230.TWO
3232,昱捷,上櫃,3232.TWO
3234,光環,上櫃,3234.TWO
3236,千如,上櫃,3236.TWO
3252,海灣,上櫃,3252.TWO
3259,鑫創,上櫃,3259.TWO
3260,威剛,上櫃,3260.TWO
3264,欣銓,上櫃,3264.TWO
3265,台星科,上櫃,3265.TWO
3268,海德威,上櫃,3268.TWO
3272,東碩,上櫃,3272.TWO
3276,宇環,上櫃,3276.TWO
3284,太普高,上櫃,3284.TWO
3285,微端,上櫃,3285.TWO
3287,廣寰科,上櫃,3287.TWO
3288,點晶,上櫃,3288.TWO
3289,宜特,上櫃,3289.TWO
3290,東浦,上櫃,3290.TWO
3293,鈊象,上櫃,3293.TWO
3294,英濟,上櫃,3294.TWO
3297,杭特,上櫃,3297.TWO
3303,岱稜,上櫃,3303.TWO
3306,鼎天,上櫃,3306.TWO
3310,佳穎,上櫃,3310.TWO
3313,斐成,上櫃,3313.TWO
3317,尼克森,上櫃,3317.TWO
3322,建舜電,上櫃,3322.TWO
3323,加百裕,上櫃,3323.TWO
3324,雙鴻,上櫃,3324.TWO
3325,旭品,上櫃,3325.TWO
3332,幸康,上櫃,3332.TWO
3339,泰谷,上櫃,3339.TWO
3349,寶德,上櫃,3349.TWO
3354,律勝,上櫃,3354.TWO
3357,臺慶科,上櫃,3357.TWO
3360,尚立,上櫃,3360.TWO
3362,先進光,上櫃,3362.TWO
3363,上詮,上櫃,3363.TWO
3372,典範,上櫃,3372.TWO
3373,熱映,上櫃,3373.TWO
3374,精材,上櫃,3374.TWO
3379,彬台,上櫃,3379.TWO
3388,崇越電,上櫃,3388.TWO
3390,旭軟,上櫃,3390.TWO
3402,漢科,上櫃,3402.TWO
3426,台興,上櫃,3426.TWO
3430,奇鈦科,上櫃,3430.TWO
3434,哲固,上櫃,3434.TWO
3438,類比科,上櫃,3438.TWO
3441,聯一光,上櫃,3441.TWO
3444,利機,上櫃,3444.TWO
3455,由田,上櫃,3455.TWO
3465,進泰電子,上櫃,3465.TWO
3466,德晉,上櫃,3466.TWO
3467,台灣精材,上櫃,3467.TWO
3479,安勤,上櫃,3479.TWO
3483,力致,上櫃,3483.TWO
3484,崧騰,上櫃,3484.TWO
3489,森寶,上櫃,3489.TWO
3490,單井,上櫃,3490.TWO
3491,昇達科,上櫃,3491.TWO
3492,長盛,上櫃,3492.TWO
3498,陽程,上櫃,3498.TWO
3499,環天科,上櫃,3499.TWO
3508,位速,上櫃,3508.TWO
3511,矽瑪,上櫃,3511.TWO
3512,皇龍,上櫃,3512.TWO
3516,亞帝歐,上櫃,3516.TWO
3520,華盈,上櫃,3520.TWO
3521,鴻翊,上櫃,3521.TWO
3522,御嵿,上櫃,3522.TWO
3523,迎輝,上櫃,3523.TWO
3526,凡甲,上櫃,3526.TWO
3527,聚積,上櫃,3527.TWO
3529,力旺,上櫃,3529.TWO
3531,先益,上櫃,3531.TWO
3537,堡達,上櫃,3537.TWO
3540,曜越,上櫃,3540.TWO
3541,西柏,上櫃,3541.TWO
3546,宇峻,上櫃,3546.TWO
3548,兆利,上櫃,3548.TWO
3551,世禾,上櫃,3551.TWO
3552,同致,上櫃,3552.TWO
3555,博士旺,上櫃,3555.TWO
3556,禾瑞亞,上櫃,3556.TWO
3558,神準,上櫃,3558.TWO
3564,其陽,上櫃,3564.TWO
3567,逸昌,上櫃,3567.TWO
3570,大塚,上櫃,3570.TWO
3577,泓格,上櫃,3577.TWO
3580,友威科,上櫃,3580.TWO
3581,博磊,上櫃,3581.TWO
3587,閎康,上櫃,3587.TWO
3594,磐儀,上櫃,3594.TWO
3597,映興,上櫃,3597.TWO
3609,三一東林,上櫃,3609.TWO
3611,鼎翰,上櫃,3611.TWO
3615,安可,上櫃,3615.TWO
3623,富晶通,上櫃,3623.TWO
3624,光頡,上櫃,3624.TWO
3625,西勝,上櫃,3625.TWO
3628,盈正,上櫃,3628.TWO
3629,地心引力,上櫃,3629.TWO
3630,新鉅科,上櫃,3630.TWO
3631,晟楠,上櫃,3631.TWO
3632,研勤,上櫃,3632.TWO
3646,艾恩特,上櫃,3646.TWO
3663,鑫科,上櫃,3663.TWO
3664,安瑞-KY,上櫃,3664.TWO
3666,光耀,上櫃,3666.TWO
3672,康聯訊,上櫃,3672.TWO
3675,德微,上櫃,3675.TWO
3680,家登,上櫃,3680.TWO
3684,榮昌,上櫃,3684.TWO
3685,元創精密,上櫃,3685.TWO
3687,歐買尬,上櫃,3687.TWO
3689,湧德,上櫃,3689.TWO
3691,碩禾,上櫃,3691.TWO
